user_id,0,1,2,Cluster
5,0.11024043153740755,0.3670951070660715,-0.2632647511875939,2
19,0.6581986993129824,0.5823746952588196,-0.005722612290765522,2
20,0.48339127217053934,0.8446750675344036,0.1666764068295535,2
21,0.009903524300686906,-0.16194229455823825,-0.06972112680606547,2
24,-0.6383353625841115,0.44087915569026664,-0.6352276222225225,2
28,0.23525543574357252,0.38417765839382884,-0.412615570240395,2
30,0.16650871812568271,0.4169215924630251,-0.0981366256063929,2
36,0.43511416853606133,0.31028125745307356,-0.42848693554243583,2
41,0.11169919435933402,0.4411762565093648,-0.14428042878625466,2
42,-0.5967178320837075,0.7303844795504397,-0.16528159499765324,2
43,-0.49261557066001027,0.5698219709943375,-0.13185008668506767,2
45,-0.27625917682065615,0.27858280356181403,-0.19527238970462088,2
49,0.2095927934117186,0.3049274164715412,0.7291340375435786,2
54,0.15794112355229126,0.05020043610477211,-0.20078495673537644,2
57,-0.06375481903533338,0.4862318377912844,-0.4352936394654544,2
65,-0.39037185827073895,0.3481980168765688,-0.23093255473703397,2
70,0.016878977997250414,0.48734409784420635,-0.30372868412626913,2
75,0.3706651015169752,0.41569525461510776,-0.1884013935833546,2
77,-0.16825654751881233,0.5529400230535434,-0.3366342061025708,2
79,-0.06575340035296377,0.5289635803323135,0.5200117255556109,2
81,0.11146811941365484,0.4980940828203595,-0.40480700166333694,2
83,0.2671806410884707,0.3983906507330203,-0.11828587584246922,2
84,-0.2743335597425924,0.39416947538424096,0.03219235346619157,2
88,0.5432916854499275,0.49105170652658026,0.2193057729568774,2
89,-0.014003758759474166,0.6906978504464609,-0.41925154477983395,2
93,0.7964592810525019,0.8085900803442042,0.3446785106406994,2
96,-0.17815288422567693,-0.0943585403526707,-0.38556184273148053,2
97,-0.49483097602983395,0.8050680695949209,-0.3703383971026392,2
99,0.09044001749337448,0.5819285054190753,-0.37855449751945214,2
101,0.524783741161255,0.7020882238355206,0.05907280238955222,2
102,0.21762221302406198,0.412847745161835,0.19408663994802525,2
108,0.26343846449767044,0.5237811679760265,-0.026723015697250718,2
109,-0.5964120041283045,0.5826404143234413,-0.17528307810748298,2
117,-0.022688779594250207,0.7667945141951961,-0.21720769842477652,2
120,0.5782398918162799,0.6709081285136617,0.003622570990091003,2
121,0.023985634803617834,0.36848641954064754,0.4665145715769078,2
124,0.6874312087653792,0.7372533647943558,0.17419092448255372,2
125,-0.5978211573296772,0.7982966514744584,-0.11738159060889422,2
128,-0.10854157608147139,0.03176145796015528,-0.08337710138747043,2
134,0.3933755028617256,0.42138964993614475,0.18447686913489972,2
137,-0.2873066935139531,0.11501977310205692,-0.08439874057663849,2
138,-0.40616076075188073,0.4410903486551528,-0.2809558713586952,2
142,0.014912891230319168,0.5514530767916273,-0.348472888134189,2
146,0.09226878210473168,0.6286696344890118,-0.0694634806064454,2
147,0.018704997299410265,-0.20150797215784694,-0.39546648103525417,2
152,-0.16737551890101376,0.9631650830911423,-0.2624537230403971,2
159,-0.021457997623594165,-0.06399263176165126,-0.231693413580515,2
162,0.5250120155492889,0.6012832714009612,-0.10416769540951823,2
165,-0.02516722671441114,0.762730078226699,-0.27750224287513253,2
168,0.34579315674483135,0.45566167890882714,-0.1085247933053954,2
169,-0.24168800499102427,0.13502061381405,-0.5825790685612767,2
174,-0.05797591275226567,-0.19261902032123,-0.261864409887401,2
175,-0.08120882331951236,0.4121880867171255,-0.4487271781942217,2
179,0.07181597302064618,-0.06388778609012216,-0.10822699327169079,2
182,-0.42157472616183717,0.683372422454559,0.203527532277779,2
186,0.24459003445938865,0.2535923592558531,0.2625827008348127,2
187,-0.08010492984122226,0.6627232685934841,0.7668647594767674,2
190,0.11942213864759363,0.05526347911714584,-0.4127043379171127,2
193,0.0833913486126345,0.578043712610885,0.2137734392131361,2
194,-0.10156610193383649,0.03556634383068222,0.09359493946409986,2
195,0.14558619143589815,0.1111661717490483,-0.3135800461414611,2
197,-0.038413569522989514,0.3588844505638139,-0.11228025718186133,2
203,0.36283896215575373,0.5563935716591958,-0.2553332079223108,2
209,0.23067722266042137,0.554192538054543,0.833914323201415,2
